-1.0;1.2246467991473532E-16;0.0;,0.002350039792812093,-9.869604423180107,-0.9999999378697716;-3.5250596162147605E-4;0.0070501193784363704;
-0.9999999378697716;-3.5250596162147605E-4;0.0070501193784363704;,0.002620814034783328,-9.867394662918183,-0.9999994114797037;-0.00108491485666886;0.014648182011570247;
-0.9999994114797037;-0.00108491485666886;0.014648182011570247;,0.003361649713396388,-9.862810357832224,-0.9999973987776446;-0.0022808853422645377;0.023919445009257766;
-0.9999973987776446;-0.0022808853422645377;0.023919445009257766;,0.004650650124146761,-9.855335666339341,-0.9999916403623634;-0.00408891249473272;0.036160731374999644;
-0.9999916403623634;-0.00408891249473272;0.036160731374999644;,0.006644146783971284,-9.844060590316293,-0.999977284612719;-0.006740197220645873;0.05302648735586396;
-0.999977284612719;-0.006740197220645873;0.05302648735586396;,0.009594714358822939,-9.827581152294197,-0.9999440532429203;-0.010577825112930091;0.07675548251684837;
-0.9999440532429203;-0.010577825112930091;0.07675548251684837;,0.013882481024603996,-9.803842532137848,-0.9998703736459257;-0.016100804487877977;0.11046955675596279;
-0.9998703736459257;-0.016100804487877977;0.11046955675596279;,0.020063302485779,-9.769916912233336,-0.9997112767852471;-0.024028380478326512;0.15858386084739132;
-0.9997112767852471;-0.024028380478326512;0.15858386084739132;,0.02893923557989229,-9.721710810489206,-0.9993734957877727;-0.0353923143765225;0.2273802822283233;
-0.9993734957877727;-0.0353923143765225;0.2273802822283233;,0.041658435393244965,-9.653611740096752,-0.9986643551654074;-0.05166725967245596;0.3258113526256663;
-0.9986643551654074;-0.05166725967245596;0.3258113526256663;,0.05985171397231328,-9.558126341843268,-0.997187238560199;-0.07495072549805454;0.4666160497882642;
-0.997187238560199;-0.07495072549805454;0.4666160497882642;,0.08580692094605004,-9.425663736417508,-0.9941291438015172;-0.10820002515925062;0.6678237685028734;
-0.9941291438015172;-0.10820002515925062;0.6678237685028734;,0.12265647076772607,-9.244842301163077,-0.9878342075170838;-0.15551070207254208;0.9546431619366136;
-0.9878342075170838;-0.15551070207254208;0.9546431619366136;,0.1744718427866784,-9.00415724982063,-0.9749687879583135;-0.22234176959603666;1.3614256637422422;
-0.9749687879583135;-0.22234176959603666;1.3614256637422422;,0.2459429432057208,-8.696678182819806,-0.9489706532020263;-0.3153643913971891;1.932498166162377;
-0.9489706532020263;-0.3153643913971891;1.932498166162377;,0.3408756048581486,-8.330561761255002,-0.8974814645291271;-0.44105217472160035;2.718601687188931;
-0.8974814645291271;-0.44105217472160035;2.718601687188931;,0.4583246462712419,-7.948188682453057,-0.7991538567666435;-0.6011265367749116;3.762786494961457;
-0.7991538567666435;-0.6011265367749116;3.762786494961457;,0.5865959955514127,-7.6506567499171645,-0.6227869944632526;-0.7823914362564487;5.071729579034511;
-0.6227869944632526;-0.7823914362564487;5.071729579034511;,0.7012967685770028,-7.605691699144599,-0.3361805976065156;-0.9417975397042222;6.588826307573184;
-0.3361805976065156;-0.9417975397042222;6.588826307573184;,0.775455648046669,-8.00574336312645,0.057110401306042405;-0.9983678691057033;8.0;
0.057110401306042405;-0.9983678691057033;8.0;,0.7892072668714671,-8.693642350869542,0.44138492359620973;-0.8973178640938606;8.0;
0.44138492359620973;-0.8973178640938606;8.0;,0.7350869401285921,-7.642388501955357,0.7559744716247826;-0.6546010985719706;8.0;
0.7559744716247826;-0.6546010985719706;8.0;,0.5579097975322294,-6.910548276373853,0.9512122729548464;-0.308537212958299;8.0;
0.9512122729548464;-0.308537212958299;8.0;,0.18631563129630802,-6.498518209350942,0.9962745716462864;0.08623791446346915;8.0;
0.9962745716462864;0.08623791446346915;8.0;,-0.30448326950262583,-6.4078263278266645,0.9030807898082543;0.4294707057289233;7.151228627339725;
0.9030807898082543;0.4294707057289233;7.151228627339725;,-0.6230566898209894,-5.31261295322093,0.7490862182190269;0.6624725184294942;5.604161587173449;
0.7490862182190269;0.6624725184294942;5.604161587173449;,-0.7562120713191365,-3.6672922004248383,0.6092089365843746;0.7930097550381934;3.83237976203816;
0.6092089365843746;0.7930097550381934;3.83237976203816;,-0.8035181262410206,-2.309864173291046,0.526291720276119;0.8503040780619621;2.0165826995937435;
0.526291720276119;0.8503040780619621;2.0165826995937435;,-0.8128391455489801,-1.4427033329868788,0.5170867668954358;0.8559329854034282;0.21579332149327435;
0.5170867668954358;0.8559329854034282;0.21579332149327435;,-0.7994044003372638,-1.0626659531797586,0.5814154782803158;0.8136068102075299;-1.540470140465946;
0.5814154782803158;0.8136068102075299;-1.540470140465946;,-0.7610867007410891,-1.1427469660596823,0.7040919778491804;0.710108785136777;-3.213525135033566;
0.7040919778491804;0.710108785136777;-3.213525135033566;,-0.6777527105737934,-1.6580631632299643,0.8504571456335347;0.5260443360030225;-4.714201677902363;
0.8504571456335347;0.5260443360030225;-4.714201677902363;,-0.502680594242531,-2.530232920675321,0.9657294368238423;0.2595508714142653;-5.827710208627689;
0.9657294368238423;0.2595508714142653;-5.827710208627689;,-0.18344478293242236,-3.465291470037807,0.9989138591241489;-0.046595086111092414;-6.183381403864257;
0.9989138591241489;-0.046595086111092414;-6.183381403864257;,0.21015981038111042,-3.8257699022486675,0.9473295419521736;-0.32026042363158935;-5.587848287304245;
0.9473295419521736;-0.32026042363158935;-5.587848287304245;,0.4982672173427626,-3.2296767831681366,0.8563347029942338;-0.5164212199820778;-4.33324195299965;
0.8563347029942338;-0.5164212199820778;-4.33324195299965;,0.6442246171179228,-2.1738455869155775,0.7762753301014587;-0.630394013197993;-2.7878840166324395;
0.7762753301014587;-0.630394013197993;-2.7878840166324395;,0.7022156619057587,-1.2444089219714451,0.7386288141203486;-0.6741123607761301;-1.154032540813658;
0.7386288141203486;-0.6741123607761301;-1.154032540813658;,0.7094754603488023,-0.682440797092608,0.7542259706706949;-0.6566149443668247;0.46880956965065135;
0.7542259706706949;-0.6566149443668247;0.46880956965065135;,0.6765758183094236,-0.5369262168058309,0.8161856605673058;-0.5777897260113845;2.0060758163038037;
0.8161856605673058;-0.5777897260113845;2.0060758163038037;,0.5936944492343978,-0.7833221282450051,0.9011734567785128;-0.43345864946712725;3.353816869498459;
0.9011734567785128;-0.43345864946712725;3.353816869498459;,0.43433620994861466,-1.326560620629983,0.9732680992327961;-0.22967195522261755;4.331731512243958;
0.9732680992327961;-0.22967195522261755;4.331731512243958;,0.1788080342091578,-1.9302213911036767,0.9999953351166508;0.003054463117659599;4.695901648454468;
0.9999953351166508;0.003054463117659599;4.695901648454468;,-0.12431982279459437,-2.20522038064305,0.9760464641498204;0.21756217460908364;4.325233027408929;
0.9760464641498204;0.21756217460908364;4.325233027408929;,-0.37030696177308814,-1.9194121432801305,0.9255955689254445;0.3785139928530818;3.3774837730464773;
0.9255955689254445;0.3785139928530818;3.3774837730464773;,-0.5151530353170474,-1.2924929094581532,0.8804500267105324;0.47413895691603186;2.1159101617351466;
0.8804500267105324;0.47413895691603186;2.1159101617351466;,-0.5780467310853261,-0.693066119732912,0.8623747645281761;0.5062704469994007;0.737374186166192;
0.8623747645281761;0.5062704469994007;0.737374186166192;,-0.5820501584310757,-0.3375337256057886,0.8778696509261088;0.47889965126618317;-0.6290734538774847;
0.8778696509261088;0.47889965126618317;-0.6290734538774847;,-0.5343268729178308,-0.29011657343464375,0.9188039066912784;0.39471430307102445;-1.8728793341813397;
